"Kod";"Nazwa";"ogółem;ogółem;2019;[osoba]";
1437064;"Żuromin - miasto (4)";8816;
1437065;"Żuromin - obszar wiejski (5)";5488;
1438000;"Powiat żyrardowski";75749;
1438011;"Żyrardów (1)";39828;
1438023;"Mszczonów (3)";11525;
1438024;"Mszczonów - miasto (4)";6343;
1438025;"Mszczonów - obszar wiejski (5)";5182;
1438032;"Puszcza Mariańska (2)";8661;
1438042;"Radziejowice (2)";5855;
1438052;"Wiskitki (2)";9880;
1461000;"Powiat m.Ostrołęka";52055;
1461011;"Ostrołęka (1)";52055;
1462000;"Powiat m.Płock";119425;
1462011;"Płock (1)";119425;
1463000;"Powiat m.Radom";211371;
1463011;"Radom (1)";211371;
1464000;"Powiat m.Siedlce";78185;
1464011;"Siedlce (1)";78185;
1465000;"Powiat m. st. Warszawa";1790658;
1465011;"M.st.Warszawa od 2002 (1)";1790658;
1465028;"Bemowo - dzielnica (8)";125119;
1465038;"Białołęka - dzielnica (8)";129106;
1465048;"Bielany - dzielnica (8)";131592;
1465058;"Mokotów - dzielnica (8)";218265;
1465068;"Ochota - dzielnica (8)";82484;
1465078;"Praga-Południe - dzielnica (8)";180789;
1465088;"Praga-Północ - dzielnica (8)";63481;
1465098;"Rembertów - dzielnica (8)";24513;
1465108;"Śródmieście - dzielnica (8)";113713;
1465118;"Targówek - dzielnica (8)";124992;
1465128;"Ursus - dzielnica (8)";61312;
1465138;"Ursynów - dzielnica (8)";151304;
1465148;"Wawer - dzielnica (8)";78244;
1465158;"Wesoła - dzielnica (8)";25798;
1465168;"Wilanów - dzielnica (8)";42134;
1465178;"Włochy - dzielnica (8)";43613;
1465188;"Wola - dzielnica (8)";141407;
1465198;"Żoliborz - dzielnica (8)";52792;
1600000;"OPOLSKIE";982626;
1601000;"Powiat brzeski";89804;
1601011;"Brzeg (1)";35709;
1601022;"Skarbimierz (2)";8217;
1601033;"Grodków (3)";19087;
1601034;"Grodków - miasto (4)";8570;
1601035;"Grodków - obszar wiejski (5)";10517;
1601043;"Lewin Brzeski (3)";12940;
1601044;"Lewin Brzeski - miasto (4)";5722;
1601045;"Lewin Brzeski - obszar wiejski (5)";7218;
1601052;"Lubsza (2)";8984;
1601062;"Olszanka (2)";4867;
1602000;"Powiat głubczycki";45552;
1602013;"Baborów (3)";5976;
1602014;"Baborów - miasto (4)";2920;
1602015;"Baborów - obszar wiejski (5)";3056;
1602022;"Branice (2)";6474;
1602033;"Głubczyce (3)";22280;
1602034;"Głubczyce - miasto (4)";12521;
1602035;"Głubczyce - obszar wiejski (5)";9759;
1602043;"Kietrz (3)";10822;
1602044;"Kietrz - miasto (4)";5951;
1602045;"Kietrz - obszar wiejski (5)";4871;
1603000;"Powiat kędzierzyńsko-kozielski";93880;
1603011;"Kędzierzyn-Koźle (1)";60641;
1603022;"Bierawa (2)";7912;
1603032;"Cisek (2)";5593;
1603042;"Pawłowiczki (2)";7426;
1603052;"Polska Cerekiew (2)";4013;
1603062;"Reńska Wieś (2)";8295;
1604000;"Powiat kluczborski";65470;
1604013;"Byczyna (3)";9221;
1604014;"Byczyna - miasto (4)";3534;
1604015;"Byczyna - obszar wiejski (5)";5687;
1604023;"Kluczbork (3)";35938;
1604024;"Kluczbork - miasto (4)";23480;
1604025;"Kluczbork - obszar wiejski (5)";12458;
1604032;"Lasowice Wielkie (2)";6827;
1604043;"Wołczyn (3)";13484;
1604044;"Wołczyn - miasto (4)";5884;
1604045;"Wołczyn - obszar wiejski (5)";7600;
1605000;"Powiat krapkowicki";63747;
1605013;"Gogolin (3)";12662;
1605014;"Gogolin - miasto (4)";6734;
1605015;"Gogolin - obszar wiejski (5)";5928;
1605023;"Krapkowice (3)";22568;
1605024;"Krapkowice - miasto (4)";16222;
1605025;"Krapkowice - obszar wiejski (5)";6346;
1605032;"Strzeleczki (2)";7398;
1605042;"Walce (2)";5397;
1605053;"Zdzieszowice (3)";15722;
1605054;"Zdzieszowice - miasto (4)";11449;
1605055;"Zdzieszowice - obszar wiejski (5)";4273;
1606000;"Powiat namysłowski";42634;
1606012;"Domaszowice (2)";3569;
1606023;"Namysłów (3)";26172;
1606024;"Namysłów - miasto (4)";16596;
1606025;"Namysłów - obszar wiejski (5)";9576;
1606032;"Pokój (2)";5178;
1606042;"Świerczów (2)";3330;
1606052;"Wilków (2)";4385;
1607000;"Powiat nyski";135948;
1607013;"Głuchołazy (3)";23643;
1607014;"Głuchołazy - miasto (4)";13503;
1607015;"Głuchołazy - obszar wiejski (5)";10140;
1607022;"Kamiennik (2)";3444;
1607033;"Korfantów (3)";8734;
1607034;"Korfantów - miasto (4)";1793;
1607035;"Korfantów - obszar wiejski (5)";6941;
1607042;"Łambinowice (2)";7441;
1607053;"Nysa (3)";56951;
1607054;"Nysa - miasto (4)";43681;
1607055;"Nysa - obszar wiejski (5)";13270;
1607063;"Otmuchów (3)";13501;
1607064;"Otmuchów - miasto (4)";6552;
1607065;"Otmuchów - obszar wiejski (5)";6949;
1607073;"Paczków (3)";12535;
1607074;"Paczków - miasto (4)";7464;
1607075;"Paczków - obszar wiejski (5)";5071;
1607082;"Pakosławice (2)";3500;
1607092;"Skoroszyce (2)";6199;
1608000;"Powiat oleski";64293;
1608013;"Dobrodzień (3)";9838;
1608014;"Dobrodzień - miasto (4)";3690;
1608015;"Dobrodzień - obszar wiejski (5)";6148;
1608023;"Gorzów Śląski (3)";7131;
1608024;"Gorzów Śląski - miasto (4)";2467;
1608025;"Gorzów Śląski - obszar wiejski (5)";4664;
1608033;"Olesno (3)";17763;
1608034;"Olesno - miasto (4)";9407;
1608035;"Olesno - obszar wiejski (5)";8356;
1608043;"Praszka (3)";13472;
1608044;"Praszka - miasto (4)";7602;
1608045;"Praszka - obszar wiejski (5)";5870;
1608052;"Radłów (2)";4299;
1608062;"Rudniki (2)";8159;
1608072;"Zębowice (2)";3631;
1609000;"Powiat opolski";123726;
1609012;"Chrząstowice (2)";7013;
1609022;"Dąbrowa (2)";8269;
1609032;"Dobrzeń Wielki (2)";9478;
1609042;"Komprachcice (2)";9120;
1609052;"Łubniany (2)";9872;
1609062;"Murów (2)";5298;
1609073;"Niemodlin (3)";13162;
1609074;"Niemodlin - miasto (4)";6279;
1609075;"Niemodlin - obszar wiejski (5)";6883;
1609083;"Ozimek (3)";19543;
1609084;"Ozimek - miasto (4)";8603;
1609085;"Ozimek - obszar wiejski (5)";10940;
1609092;"Popielów (2)";8029;
1609103;"Prószków (3)";9091;
1609104;"Prószków - miasto (4)";2596;
1609105;"Prószków - obszar wiejski (5)";6495;
1609112;"Tarnów Opolski (2)";9628;
1609123;"Tułowice (3)";5205;
1609124;"Tułowice - miasto (4)";4027;
1609125;"Tułowice - obszar wiejski (5)";1178;
1609132;"Turawa (2)";10018;
1610000;"Powiat prudnicki";55237;
1610013;"Biała (3)";10565;
1610014;"Biała - miasto (4)";2414;
1610015;"Biała - obszar wiejski (5)";8151;
1610023;"Głogówek (3)";13221;
1610024;"Głogówek - miasto (4)";5585;
1610025;"Głogówek - obszar wiejski (5)";7636;
1610032;"Lubrza (2)";4342;
1610043;"Prudnik (3)";27109;
1610044;"Prudnik - miasto (4)";20989;
1610045;"Prudnik - obszar wiejski (5)";6120;
1611000;"Powiat strzelecki";74300;
1611012;"Izbicko (2)";5412;
1611022;"Jemielnica (2)";7236;
1611033;"Kolonowskie (3)";5874;
1611034;"Kolonowskie - miasto (4)";3294;
1611035;"Kolonowskie - obszar wiejski (5)";2580;
1611043;"Leśnica (3)";7550;
1611044;"Leśnica - miasto (4)";2555;
1611045;"Leśnica - obszar wiejski (5)";4995;
1611053;"Strzelce Opolskie (3)";30515;
1611054;"Strzelce Opolskie - miasto (4)";17835;
1611055;"Strzelce Opolskie - obszar wiejski (5)";12680;
1611063;"Ujazd (3)";6409;
1611064;"Ujazd - miasto (4)";1737;
1611065;"Ujazd - obszar wiejski (5)";4672;
1611073;"Zawadzkie (3)";11304;
1611074;"Zawadzkie - miasto (4)";7107;
1611075;"Zawadzkie - obszar wiejski (5)";4197;
1661000;"Powiat m.Opole";128035;
1661011;"Opole (1)";128035;
1800000;"PODKARPACKIE";2127164;
1801000;"Powiat bieszczadzki";21664;
1801032;"Czarna (2)";2389;
1801052;"Lutowiska (2)";2060;
1801083;"Ustrzyki Dolne (3)";17215;
1801084;"Ustrzyki Dolne - miasto (4)";9041;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";8174;
1802000;"Powiat brzozowski";65567;
1802013;"Brzozów (3)";26599;
1802014;"Brzozów - miasto (4)";7438;
1802015;"Brzozów - obszar wiejski (5)";19161;
1802022;"Domaradz (2)";6100;
1802032;"Dydnia (2)";7914;
1802042;"Haczów (2)";9113;
1802052;"Jasienica Rosielna (2)";7845;
1802062;"Nozdrzec (2)";7996;
1803000;"Powiat dębicki";135299;
1803011;"Dębica (1)";45504;
1803023;"Brzostek (3)";13010;
1803024;"Brzostek - miasto (4)";2746;
1803025;"Brzostek - obszar wiejski (5)";10264;
1803032;"Czarna (2)";13137;
1803042;"Dębica (2)";25849;
1803052;"Jodłowa (2)";5359;
1803063;"Pilzno (3)";18250;
1803064;"Pilzno - miasto (4)";4927;
1803065;"Pilzno - obszar wiejski (5)";13323;
1803072;"Żyraków (2)";14190;
1804000;"Powiat jarosławski";120247;
1804011;"Jarosław (1)";37479;
1804021;"Radymno (1)";5273;
1804032;"Chłopice (2)";5535;
1804042;"Jarosław (2)";13213;
1804052;"Laszki (2)";6922;
1804062;"Pawłosiów (2)";8450;
1804073;"Pruchnik (3)";9681;
1804074;"Pruchnik - miasto (4)";3745;
1804075;"Pruchnik - obszar wiejski (5)";5936;
1804082;"Radymno (2)";11395;
1804092;"Rokietnica (2)";4349;
1804102;"Roźwienica (2)";6235;
1804112;"Wiązownica (2)";11715;
1805000;"Powiat jasielski";113450;
1805011;"Jasło (1)";34882;
1805022;"Brzyska (2)";6530;
1805032;"Dębowiec (2)";8867;
1805042;"Jasło (2)";16357;
1805053;"Kołaczyce (3)";8929;
1805054;"Kołaczyce - miasto (4)";1400;
1805055;"Kołaczyce - obszar wiejski (5)";7529;
1805062;"Krempna (2)";1861;
1805072;"Nowy Żmigród (2)";9009;
1805082;"Osiek Jasielski (2)";5372;
1805092;"Skołyszyn (2)";12475;
1805112;"Tarnowiec (2)";9168;
1806000;"Powiat kolbuszowski";62246;
1806012;"Cmolas (2)";8093;
1806023;"Kolbuszowa (3)";24724;
1806024;"Kolbuszowa - miasto (4)";9004;
1806025;"Kolbuszowa - obszar wiejski (5)";15720;
1806032;"Majdan Królewski (2)";9818;
1806042;"Niwiska (2)";6091;
1806052;"Raniżów (2)";7036;
1806062;"Dzikowiec (2)";6484;
1807000;"Powiat krośnieński";112283;
1807012;"Chorkówka (2)";13464;
1807023;"Dukla (3)";14554;
1807024;"Dukla - miasto (4)";2070;
1807025;"Dukla - obszar wiejski (5)";12484;
1807033;"Iwonicz-Zdrój (3)";10886;
1807034;"Iwonicz-Zdrój - miasto (4)";1789;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";9097;
1807043;"Jedlicze (3)";15432;
1807044;"Jedlicze - miasto (4)";5717;
1807045;"Jedlicze - obszar wiejski (5)";9715;
1807052;"Korczyna (2)";11207;
1807062;"Krościenko Wyżne (2)";5613;
1807072;"Miejsce Piastowe (2)";13691;
1807083;"Rymanów (3)";15922;
1807084;"Rymanów - miasto (4)";3816;
1807085;"Rymanów - obszar wiejski (5)";12106;
1807092;"Wojaszówka (2)";9329;
1807102;"Jaśliska (2)";2185;
1808000;"Powiat leżajski";69370;
1808011;"Leżajsk (1)";13799;
1808022;"Grodzisko Dolne (2)";8026;
1808032;"Kuryłówka (2)";5709;
1808042;"Leżajsk (2)";20257;
1808053;"Nowa Sarzyna (3)";21579;
1808054;"Nowa Sarzyna - miasto (4)";5798;
1808055;"Nowa Sarzyna - obszar wiejski (5)";15781;
1809000;"Powiat lubaczowski";55217;
1809011;"Lubaczów (1)";11970;
1809023;"Cieszanów (3)";7141;
1809024;"Cieszanów - miasto (4)";1909;
1809025;"Cieszanów - obszar wiejski (5)";5232;
1809032;"Horyniec-Zdrój (2)";4659;
1809042;"Lubaczów (2)";9187;
1809053;"Narol (3)";7967;
1809054;"Narol - miasto (4)";2046;
1809055;"Narol - obszar wiejski (5)";5921;
1809063;"Oleszyce (3)";6332;
1809064;"Oleszyce - miasto (4)";2968;
1809065;"Oleszyce - obszar wiejski (5)";3364;
1809072;"Stary Dzików (2)";4143;
1809082;"Wielkie Oczy (2)";3818;
1810000;"Powiat łańcucki";81049;
1810011;"Łańcut (1)";17711;
1810022;"Białobrzegi (2)";8725;
1810032;"Czarna (2)";11816;
1810042;"Łańcut (2)";21921;
1810052;"Markowa (2)";6481;
1810062;"Rakszawa (2)";7359;
1810072;"Żołynia (2)";7036;
1811000;"Powiat mielecki";136660;
1811011;"Mielec (1)";60323;
1811022;"Borowa (2)";5541;
1811032;"Czermin (2)";7059;
1811042;"Gawłuszowice (2)";2727;
1811052;"Mielec (2)";13389;
1811062;"Padew Narodowa (2)";5381;
1811073;"Przecław (3)";12003;
1811074;"Przecław - miasto (4)";1781;
1811075;"Przecław - obszar wiejski (5)";10222;
1811083;"Radomyśl Wielki (3)";14292;
1811084;"Radomyśl Wielki - miasto (4)";3226;
1811085;"Radomyśl Wielki - obszar wiejski (5)";11066;
1811092;"Tuszów Narodowy (2)";8222;
1811102;"Wadowice Górne (2)";7723;
1812000;"Powiat niżański";66589;
1812012;"Harasiuki (2)";6074;
1812022;"Jarocin (2)";5372;
1812032;"Jeżowe (2)";10096;
1812042;"Krzeszów (2)";4261;
1812053;"Nisko (3)";22358;
1812054;"Nisko - miasto (4)";15331;
1812055;"Nisko - obszar wiejski (5)";7027;
1812063;"Rudnik nad Sanem (3)";10173;
1812064;"Rudnik nad Sanem - miasto (4)";6754;
1812065;"Rudnik nad Sanem - obszar wiejski (5)";3419;
1812073;"Ulanów (3)";8255;
1812074;"Ulanów - miasto (4)";1446;
1812075;"Ulanów - obszar wiejski (5)";6809;
1813000;"Powiat przemyski";74061;
1813012;"Bircza (2)";6539;
1813022;"Dubiecko (2)";9143;
1813032;"Fredropol (2)";5497;
1813042;"Krasiczyn (2)";5144;
1813052;"Krzywcza (2)";4820;
1813062;"Medyka (2)";6542;
1813072;"Orły (2)";8894;
1813082;"Przemyśl (2)";10650;
1813092;"Stubno (2)";3864;
1813102;"Żurawica (2)";12968;
1814000;"Powiat przeworski";78362;
1814011;"Przeworsk (1)";15291;
1814022;"Adamówka (2)";4057;
1814032;"Gać (2)";4627;
1814042;"Jawornik Polski (2)";4456;
1814053;"Kańczuga (3)";12307;
1814054;"Kańczuga - miasto (4)";3163;
1814055;"Kańczuga - obszar wiejski (5)";9144;
1814062;"Przeworsk (2)";14863;
1814073;"Sieniawa (3)";7041;
1814074;"Sieniawa - miasto (4)";2149;
1814075;"Sieniawa - obszar wiejski (5)";4892;
1814082;"Tryńcza (2)";8491;
1814092;"Zarzecze (2)";7229;
1815000;"Powiat ropczycko-sędziszowski";74515;
1815012;"Iwierzyce (2)";7735;
1815022;"Ostrów (2)";7358;
1815033;"Ropczyce (3)";27487;
1815034;"Ropczyce - miasto (4)";15860;
1815035;"Ropczyce - obszar wiejski (5)";11627;
1815043;"Sędziszów Małopolski (3)";23784;
1815044;"Sędziszów Małopolski - miasto (4)";12350;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";11434;
1815052;"Wielopole Skrzyńskie (2)";8151;
1816000;"Powiat rzeszowski";169438;
1816011;"Dynów (1)";6120;
1816023;"Błażowa (3)";10833;
1816024;"Błażowa - miasto (4)";2144;
1816025;"Błażowa - obszar wiejski (5)";8689;
1816033;"Boguchwała (3)";20766;
1816034;"Boguchwała - miasto (4)";6184;
1816035;"Boguchwała - obszar wiejski (5)";14582;
1816042;"Chmielnik (2)";6945;
1816052;"Dynów (2)";6893;
1816063;"Głogów Małopolski (3)";19658;
1816064;"Głogów Małopolski - miasto (4)";6717;
1816065;"Głogów Małopolski - obszar wiejski (5)";12941;
1816072;"Hyżne (2)";7062;
1816082;"Kamień (2)";6860;
1816092;"Krasne (2)";11558;
1816102;"Lubenia (2)";6439;
1816113;"Sokołów Małopolski (3)";17244;
1816114;"Sokołów Małopolski - miasto (4)";4203;
1816115;"Sokołów Małopolski - obszar wiejski (5)";13041;
1816122;"Świlcza (2)";16265;
1816132;"Trzebownisko (2)";22296;
1816143;"Tyczyn (3)";10499;
1816144;"Tyczyn - miasto (4)";3871;
1816145;"Tyczyn - obszar wiejski (5)";6628;
1817000;"Powiat sanocki";94385;
1817011;"Sanok (1)";37359;
1817022;"Besko (2)";4508;
1817032;"Bukowsko (2)";5495;
1817042;"Komańcza (2)";4541;
1817052;"Sanok (2)";18086;
1817062;"Tyrawa Wołoska (2)";1978;
1817073;"Zagórz (3)";13126;
1817074;"Zagórz - miasto (4)";5120;
1817075;"Zagórz - obszar wiejski (5)";8006;
1817082;"Zarszyn (2)";9292;
1818000;"Powiat stalowowolski";106037;
1818011;"Stalowa Wola (1)";60466;
1818022;"Bojanów (2)";7602;
1818032;"Pysznica (2)";11194;
1818042;"Radomyśl nad Sanem (2)";7311;
1818053;"Zaklików (3)";8516;
1818054;"Zaklików - miasto (4)";2955;
1818055;"Zaklików - obszar wiejski (5)";5561;
1818062;"Zaleszany (2)";10948;
1819000;"Powiat strzyżowski";61386;
1819012;"Czudec (2)";11808;
1819022;"Frysztak (2)";10361;
1819032;"Niebylec (2)";10541;
1819043;"Strzyżów (3)";20677;
1819044;"Strzyżów - miasto (4)";8831;
1819045;"Strzyżów - obszar wiejski (5)";11846;
1819052;"Wiśniowa (2)";7999;
1820000;"Powiat tarnobrzeski";52965;
1820013;"Baranów Sandomierski (3)";11852;
1820014;"Baranów Sandomierski - miasto (4)";1459;
1820015;"Baranów Sandomierski - obszar wiejski (5)";10393;
1820022;"Gorzyce (2)";13102;
1820032;"Grębów (2)";9984;
1820043;"Nowa Dęba (3)";18027;
1820044;"Nowa Dęba - miasto (4)";11109;
1820045;"Nowa Dęba - obszar wiejski (5)";6918;
1821000;"Powiat leski";26441;
1821012;"Baligród (2)";3161;
1821022;"Cisna (2)";1740;
1821033;"Lesko (3)";11319;
1821034;"Lesko - miasto (4)";5432;
1821035;"Lesko - obszar wiejski (5)";5887;
1821042;"Olszanica (2)";4894;
1821052;"Solina (2)";5327;
1861000;"Powiat m.Krosno";46291;
1861011;"Krosno (1)";46291;
1862000;"Powiat m.Przemyśl";60689;
1862011;"Przemyśl (1)";60689;
1863000;"Powiat m.Rzeszów";196208;
1863011;"Rzeszów (1)";196208;
1864000;"Powiat m.Tarnobrzeg";46745;
1864011;"Tarnobrzeg (1)";46745;
2000000;"PODLASKIE";1178353;
2001000;"Powiat augustowski";58068;
2001011;"Augustów (1)";30153;
2001022;"Augustów (2)";6759;
2001032;"Bargłów Kościelny (2)";5496;
2001043;"Lipsk (3)";5059;
2001044;"Lipsk - miasto (4)";2310;
2001045;"Lipsk - obszar wiejski (5)";2749;
2001052;"Nowinka (2)";2953;
2001062;"Płaska (2)";2583;
2001072;"Sztabin (2)";5065;
2002000;"Powiat białostocki";149611;
2002013;"Choroszcz (3)";15528;
2002014;"Choroszcz - miasto (4)";5908;
2002015;"Choroszcz - obszar wiejski (5)";9620;
2002023;"Czarna Białostocka (3)";11314;
2002024;"Czarna Białostocka - miasto (4)";9279;
2002025;"Czarna Białostocka - obszar wiejski (5)";2035;
2002032;"Dobrzyniewo Duże (2)";9423;
2002042;"Gródek (2)";5141;
2002052;"Juchnowiec Kościelny (2)";16572;
2002063;"Łapy (3)";21848;
2002064;"Łapy - miasto (4)";15541;
2002065;"Łapy - obszar wiejski (5)";6307;
2002073;"Michałowo (3)";6565;
2002074;"Michałowo - miasto (4)";3011;
2002075;"Michałowo - obszar wiejski (5)";3554;
2002082;"Poświętne (2)";3364;
2002093;"Supraśl (3)";15676;
2002094;"Supraśl - miasto (4)";4610;
2002095;"Supraśl - obszar wiejski (5)";11066;
2002103;"Suraż (3)";1967;
2002104;"Suraż - miasto (4)";991;
2002105;"Suraż - obszar wiejski (5)";976;
2002112;"Turośń Kościelna (2)";6411;
2002123;"Tykocin (3)";6194;
2002124;"Tykocin - miasto (4)";1968;
2002125;"Tykocin - obszar wiejski (5)";4226;
2002133;"Wasilków (3)";17560;
2002134;"Wasilków - miasto (4)";11622;
2002135;"Wasilków - obszar wiejski (5)";5938;
2002143;"Zabłudów (3)";9331;
2002144;"Zabłudów - miasto (4)";2482;
2002145;"Zabłudów - obszar wiejski (5)";6849;
2002152;"Zawady (2)";2717;
2003000;"Powiat bielski";54353;
2003011;"Bielsk Podlaski (1)";25262;
2003021;"Brańsk (1)";3753;
2003032;"Bielsk Podlaski (2)";6606;
2003042;"Boćki (2)";4185;
2003052;"Brańsk (2)";5630;
2003062;"Orla (2)";2702;
2003072;"Rudka (2)";1868;
2003082;"Wyszki (2)";4347;
2004000;"Powiat grajewski";47210;
2004011;"Grajewo (1)";21900;
2004022;"Grajewo (2)";5789;
2004032;"Radziłów (2)";4722;
2004043;"Rajgród (3)";5176;
2004044;"Rajgród - miasto (4)";1572;
2004045;"Rajgród - obszar wiejski (5)";3604;
2004053;"Szczuczyn (3)";6026;
2004054;"Szczuczyn - miasto (4)";3354;
2004055;"Szczuczyn - obszar wiejski (5)";2672;
2004062;"Wąsosz (2)";3597;
2005000;"Powiat hajnowski";42610;
2005011;"Hajnówka (1)";20488;
2005022;"Białowieża (2)";2191;
2005032;"Czeremcha (2)";3115;
2005042;"Czyże (2)";1960;
2005052;"Dubicze Cerkiewne (2)";1484;
2005062;"Hajnówka (2)";3843;
2005073;"Kleszczele (3)";2466;
2005074;"Kleszczele - miasto (4)";1240;
2005075;"Kleszczele - obszar wiejski (5)";1226;
2005082;"Narew (2)";3454;
2005092;"Narewka (2)";3609;
2006000;"Powiat kolneński";38057;
2006011;"Kolno (1)";10199;
2006022;"Grabowo (2)";3399;
2006032;"Kolno (2)";8525;
2006042;"Mały Płock (2)";4739;
2006053;"Stawiski (3)";6085;
2006054;"Stawiski - miasto (4)";2161;
2006055;"Stawiski - obszar wiejski (5)";3924;
2006062;"Turośl (2)";5110;
2007000;"Powiat łomżyński";50943;
2007013;"Jedwabne (3)";5299;
2007014;"Jedwabne - miasto (4)";1615;
2007015;"Jedwabne - obszar wiejski (5)";3684;
2007022;"Łomża (2)";11162;
2007032;"Miastkowo (2)";4218;
2007043;"Nowogród (3)";4028;
2007044;"Nowogród - miasto (4)";2156;
2007045;"Nowogród - obszar wiejski (5)";1872;
2007052;"Piątnica (2)";10702;
2007062;"Przytuły (2)";2073;
2007072;"Śniadowo (2)";5312;
2007082;"Wizna (2)";3957;
2007092;"Zbójna (2)";4192;
2008000;"Powiat moniecki";40412;
2008013;"Goniądz (3)";4932;
2008014;"Goniądz - miasto (4)";1848;
2008015;"Goniądz - obszar wiejski (5)";3084;
2008022;"Jasionówka (2)";2765;
2008032;"Jaświły (2)";4847;
2008043;"Knyszyn (3)";4750;
2008044;"Knyszyn - miasto (4)";2744;
2008045;"Knyszyn - obszar wiejski (5)";2006;
2008052;"Krypno (2)";3973;
2008063;"Mońki (3)";14874;
2008064;"Mońki - miasto (4)";9984;
2008065;"Mońki - obszar wiejski (5)";4890;
2008072;"Trzcianne (2)";4271;
2009000;"Powiat sejneński";19914;
2009011;"Sejny (1)";5260;
2009022;"Giby (2)";2694;
2009032;"Krasnopol (2)";3792;
2009042;"Puńsk (2)";4161;
2009052;"Sejny (2)";4007;
2010000;"Powiat siemiatycki";44193;
2010011;"Siemiatycze (1)";14391;
2010023;"Drohiczyn (3)";6222;
2010024;"Drohiczyn - miasto (4)";1965;
2010025;"Drohiczyn - obszar wiejski (5)";4257;
2010032;"Dziadkowice (2)";2724;
2010042;"Grodzisk (2)";4169;
2010052;"Mielnik (2)";2319;
2010062;"Milejczyce (2)";1710;
2010072;"Nurzec-Stacja (2)";3793;
2010082;"Perlejewo (2)";2778;
2010092;"Siemiatycze (2)";6087;
2011000;"Powiat sokólski";66686;
2011013;"Dąbrowa Białostocka (3)";11336;
2011014;"Dąbrowa Białostocka - miasto (4)";5502;
2011015;"Dąbrowa Białostocka - obszar wiejski (5)";5834;
2011022;"Janów (2)";4098;
2011032;"Korycin (2)";3202;
2011043;"Krynki (3)";3037;
2011044;"Krynki - miasto (4)";2372;
2011045;"Krynki - obszar wiejski (5)";665;
2011052;"Kuźnica (2)";3927;
2011062;"Nowy Dwór (2)";2618;
2011072;"Sidra (2)";3407;
2011083;"Sokółka (3)";25352;
2011084;"Sokółka - miasto (4)";18063;
2011085;"Sokółka - obszar wiejski (5)";7289;
2011093;"Suchowola (3)";6869;
2011094;"Suchowola - miasto (4)";2178;
2011095;"Suchowola - obszar wiejski (5)";4691;
2011102;"Szudziałowo (2)";2840;
2012000;"Powiat suwalski";35674;
2012012;"Bakałarzewo (2)";3104;
2012022;"Filipów (2)";4292;
2012032;"Jeleniewo (2)";3149;
2012042;"Przerośl (2)";2919;
2012052;"Raczki (2)";5907;
2012062;"Rutka-Tartak (2)";2322;
2012072;"Suwałki (2)";7739;
2012082;"Szypliszki (2)";3901;
2012092;"Wiżajny (2)";2341;
2013000;"Powiat wysokomazowiecki";56860;
2013011;"Wysokie Mazowieckie (1)";9341;
2013023;"Ciechanowiec (3)";8577;
2013024;"Ciechanowiec - miasto (4)";4613;
2013025;"Ciechanowiec - obszar wiejski (5)";3964;
2013033;"Czyżew (3)";6352;
2013034;"Czyżew - miasto (4)";2647;
2013035;"Czyżew - obszar wiejski (5)";3705;
2013042;"Klukowo (2)";4346;
2013052;"Kobylin-Borzymy (2)";3197;
2013062;"Kulesze Kościelne (2)";3072;
2013072;"Nowe Piekuty (2)";3861;
2013082;"Sokoły (2)";5743;
2013093;"Szepietowo (3)";6890;
2013094;"Szepietowo - miasto (4)";2165;
2013095;"Szepietowo - obszar wiejski (5)";4725;
2013102;"Wysokie Mazowieckie (2)";5481;
2014000;"Powiat zambrowski";43505;
2014011;"Zambrów (1)";22018;
2014022;"Kołaki Kościelne (2)";2289;
2014032;"Rutki (2)";5514;
2014042;"Szumowo (2)";4809;
2014052;"Zambrów (2)";8875;
2061000;"Powiat m.Białystok";297554;
2061011;"Białystok (1)";297554;
2062000;"Powiat m.Łomża";62945;
2062011;"Łomża (1)";62945;
2063000;"Powiat m.Suwałki";69758;
2063011;"Suwałki (1)";69758;
2200000;"POMORSKIE";2343928;
2201000;"Powiat bytowski";79198;
2201012;"Borzytuchom (2)";3364;
2201023;"Bytów (3)";25420;
2201024;"Bytów - miasto (4)";16881;
2201025;"Bytów - obszar wiejski (5)";8539;
2201032;"Czarna Dąbrówka (2)";5917;
2201042;"Kołczygłowy (2)";4237;
2201052;"Lipnica (2)";5216;
2201063;"Miastko (3)";19509;
2201064;"Miastko - miasto (4)";10384;
2201065;"Miastko - obszar wiejski (5)";9125;
2201072;"Parchowo (2)";3795;
2201082;"Studzienice (2)";3760;
2201092;"Trzebielino (2)";3696;
2201102;"Tuchomie (2)";4284;
2202000;"Powiat chojnicki";97645;
2202011;"Chojnice (1)";39804;
2202023;"Brusy (3)";14575;
2202024;"Brusy - miasto (4)";5182;
2202025;"Brusy - obszar wiejski (5)";9393;
2202032;"Chojnice (2)";19311;
2202043;"Czersk (3)";21644;
2202044;"Czersk - miasto (4)";9920;
2202045;"Czersk - obszar wiejski (5)";11724;
2202052;"Konarzyny (2)";2311;
2203000;"Powiat człuchowski";56085;
2203011;"Człuchów (1)";13624;
2203023;"Czarne (3)";9055;
2203024;"Czarne - miasto (4)";5889;
2203025;"Czarne - obszar wiejski (5)";3166;
2203032;"Człuchów (2)";11128;
